priority,bs_year,bs_month,issue_type,current_candidate_start_dates,sources,reason,expected_information_gain,recommended_manual_action,source_file_or_url,page_number_or_crop_if_available
75,2014,2,low_trust_consensus,1957-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,3,low_trust_consensus,1957-06-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,4,low_trust_consensus,1957-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,5,low_trust_consensus,1957-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,6,low_trust_consensus,1957-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,7,low_trust_consensus,1957-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,8,low_trust_consensus,1957-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,9,low_trust_consensus,1957-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,10,low_trust_consensus,1958-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,11,low_trust_consensus,1958-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2014,12,low_trust_consensus,1958-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,2,low_trust_consensus,1958-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,3,low_trust_consensus,1958-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,4,low_trust_consensus,1958-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,5,low_trust_consensus,1958-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,6,low_trust_consensus,1958-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,7,low_trust_consensus,1958-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,8,low_trust_consensus,1958-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,9,low_trust_consensus,1958-12-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,10,low_trust_consensus,1959-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,11,low_trust_consensus,1959-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2015,12,low_trust_consensus,1959-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,3,low_trust_consensus,1959-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,4,low_trust_consensus,1959-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,5,low_trust_consensus,1959-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,6,low_trust_consensus,1959-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,7,low_trust_consensus,1959-10-18,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,8,low_trust_consensus,1959-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,9,low_trust_consensus,1959-12-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,10,low_trust_consensus,1960-01-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,11,low_trust_consensus,1960-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2016,12,low_trust_consensus,1960-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2017,2,low_trust_consensus,1960-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
